OECD_Research_Area,Year_Range,Tech_Level,TRLxAdoption,Impact,Technology_Name,Tech_Count
Engineering and Technology,7-10 years,TECH_LEVEL_3,TRL 9 Early Majority,61.885,Abyssal monitoring stations; Adaptive Robotic Walking Shoes; Agrivoltaic farming automation; Agrivoltaic irrigation system; Airborne wind turbine; All-liquid metal battery; Ammonia engine; Autonomous deep ocean mining robots; Aviation fuel from biomass; Balloon-based cloud seeding; Bio-electronic Pavement Energy Harvesting Matrix; CO2 Enhanced Oil Recovery 2.0; Ca-Sb liquid metal battery; Circular Economy Agrivoltaic Bioconversion System; Crop monitoring robot; Cryogenic energy storage system; Cryogenic hydrogen compression; Cryogenic hydrogen storage; Cultured meat bioprocess scaleup; Cultured meat cell cultivation; Deep ocean bioluminescence imaging systems; Digital twin of organ; Electric body armor; Electrostatic fog harvesting arrays; Field Emission Electric Propulsion thruster; Flexible perovskite-silicon PV; Gene-engineered Photosynthetic Enhancement Agrivoltaics; Holograms for solar cells; Home fuel cell; Hydrogen Fuel Cell Electric Vehicle; Hydrogen Internal Combustion Engine Vehicle; Hydrogen train; Hydrogen vehicle; Hyper-velocity missile; Hypersonic ballistic missile; Hypersonic cruise missile; Hypersonic ground-to-air interceptor; Hypersonic warhead glider; Intercepting laser weapon; Iron-oxide hydrogen storage; Magnetic levitation wind turbine; Membraneless redox flow battery; Metal Hydride Hydrogen Compressor; Metamaterial plasmonic superlens; Mg-Sb liquid metal battery; Multi-junction solar cell; Optogenetic photoswitchable Protein; Oxygen combustion carbon capture; Photonic nozzle; Piezoelectric floor tile; Pulsed inductive thruster; Quantum entanglement pollution detector; Reporter phage assay; Roadways thermoelectric generation; Salt flare rocket; Sea launch; Self-Sustainable Microbial-Enhanced Agrivoltaic System; Serum-free cultured meat; Shape memory modular robot; Small modular reactor; Spin launch; Steady state microbunching imaging; Supercritical CO2 Injection; Supercritical carbon dixide energy storage; Tail-sitter; Ultra-supercritical steam cycle; Ultrasonic sound beam weapon; Underwater laser cutting; Underwater laser spectrometer; Urban wind turbine; Vertical-axis wind turbine; Vibration energy harvesting floor; Vortex combustion engine; Vortex tube engine; Vortex wind turbine,75
Engineering and Technology,10-15 years,TECH_LEVEL_1,TRL 5-6,66.67,Space elevator,1
Engineering and Technology,10-15 years,TECH_LEVEL_2,TRL 5-6,38.08,Rods of God,1
Engineering and Technology,10-15 years,TECH_LEVEL_2,TRL 7-8,58.815,Brain cryopreservation technology; Enzyme-Catalyzed Magnetic Target Fusion; Fission fragment rocket; Kinetic bombardment; Magnetic confinement fusion; Nuclear photonic rocket; Photon rocket; StarTram,8
Engineering and Technology,10-15 years,TECH_LEVEL_3,TRL 7-8,62.6,Uranium redox flow battery,1
Engineering and Technology,10-15 years,TECH_LEVEL_1,TRL 7-8 Innovators,60,Asteroid mining,1
Engineering and Technology,10-15 years,TECH_LEVEL_2,TRL 7-8 Innovators,64.14,Marine cloud brightening,1
Engineering and Technology,10-15 years,TECH_LEVEL_2,TRL 9 Innovators,63.057,Laser Inertial Fusion Energy; Laser pushed lightsail; Magnetic Target Fusion; Plasma based weaponry; Space-based solar power; Stratospheric aerosol injection,6
Engineering and Technology,10-15 years,TECH_LEVEL_3,TRL 9 Innovators,67.47,Hydrothermal vent energy harvesting systems,1
Engineering and Technology,10-15 years,TECH_LEVEL_1,TRL 7-8 Early Adopters,54.42,Solar radiation management,1
Engineering and Technology,10-15 years,TECH_LEVEL_2,TRL 7-8 Early Adopters,49.089,Cloud ionization tower; Deep ocean carbon sequestration systems; Electromagnetic pulse for cloud particle coalescence; Laser induced rainfall; Neutral particle beam; Petahertz Electronics; Photon-pair radar; Photonic propulsion; Plasma magnet propulsion; Plasma projectile shielding; Plasma stealth; Plasma vortex engine; Precision-Controlled Ultrasonic Bioenergy Generator; Prethermal time crystal; Quantum engine; Quantum entanglement stealth technology detection; Saltwater tornado; Tornado turbine; Underwater space launch,19
Engineering and Technology,10-15 years,TECH_LEVEL_3,TRL 7-8 Early Adopters,36.618,Backpack helicopter; Metamaterial scattering cancellation cloaking; Microbial-Enhanced Carbon Electrode Proton Battery; Sonic nausea weapon,4
Engineering and Technology,10-15 years,TECH_LEVEL_2,TRL 7-8 Early Majority,51.145,Acoustic Energy Harvesting Genetic Bioreactor; Atomtronic beam splitter; Atomtronic waveguide; Bio-Membrane Proton Battery; Molecular preservation of physical artifacts; Plasma weapon,6
Engineering and Technology,10-15 years,TECH_LEVEL_3,TRL 7-8 Early Majority,70.122,Automated Aptamer-SELEX Energy Storage Optimization System; Integrated Photonics-Enhanced Enzymatic Carbon Battery; Polysulfide-bromide battery; Transient rover components,4
Engineering and Technology,10-15 years,TECH_LEVEL_1,TRL 9 Early Majority,79.503,In-situ resource utilization; Ocean-Based Carbon Dioxide Removal; Space advanced life support systems,3
Engineering and Technology,10-15 years,TECH_LEVEL_2,TRL 9 Early Adopters,58.907,Acoustic cloaking device; Additive manufacture space habitat; Aerospace vortex propulsion engine; Air levitation rail; Air-bearing lift train; Artificial gravity; Atmospheric vortex engine; Beam-powered propulsion; Cloaking metamaterial; Enzyme-Engineered Proton Battery; Fast-neutron molten salt reactor; Hydrogen plane; Maglev car; Magneto Hydrodynamic weapon; Metamaterial active cloaking; Microwave thermal thruster; Nuclear thermal propulsion; Optogenetic-Enhanced Neural Network Bioreactors for Precision Energy Production; Optomechanical transistor; Particle-beam weapon; Photosynthetic Pathway Engineering for Direct Solar Energy Capture; Plasma direct energy weapon; Plasmonic nanoradio; Quantum illumination; Railgun-assisted orbital launch; Solar photon thruster; Sonic bullet; Sonic weapon; Space advanced life support food production; Space solar array; Supersonic jet; Vortex engine; Weather modification technology,33
Engineering and Technology,10-15 years,TECH_LEVEL_2,TRL 9 Early Majority,59.078,Acoustic Quantum Waveguide; Atmosphere ionization; Atomtronic laser; Atomtronic memory; Atomtronic navigation; Bio-hybrid robot; Coal liquefaction; Enhanced Mineralization; Hypersonic weapon; Infrasound weapon; Kinetic launch; Laser thermal thruster; Mass driver; Micro-gravity agriculture; Mini-magnetosphere; Muometric positioning system; Ocean-based Carbon Sequestration; Plasma radiation shielding; Plasma shielding; Proton Battery; Quiet supersonic flight; Space-borne agriculture; Steady state microbunching; Thermal vortex engine; Tunable quantum waveguide,25
Engineering and Technology,10-15 years,TECH_LEVEL_3,TRL 9 Early Adopters,54.476,Bi-Pb-Sn ternary alloy-based battery; Diamond battery; Fungi-Based Microrobots; Hydrodynamic vortex engine; Hydrogen-fueled scramjet; Hypersonic rotating detonation engine; Integrated Photonics Macroalgae Energy Harvesting System; Lead-cooled accelerator-driven system; MHD-boosted missile; Magneto Hydrodynamic Explosive Munition; Microbial-Based Piezoelectric Pavement Energy Harvesting; Photonic laser thruster; Pulse detonation engine; Satellite-blinding laser; Spintronic molecular transistor; Thermal neutron spectrum accelerator-driven system; Underwater laser weapon,17
Engineering and Technology,10-15 years,TECH_LEVEL_3,TRL 9 Early Majority,58.371,Anti- hypersonic missile interceptor; Bio-Capacitive Agricultural Swarm Robots with Protein-Based Energy Storage; Carbon electrode proton battery; ETC gun; Enzyme-Engineered Triboelectric Pavement System; Hydrogen gas gun launcher; Hydrogen storage based proton battery; Jetpack; Lemon biobattery; Microbial-Enhanced Lithium-Air Redox System; Microgravity protein crystals manufacturing; Optomechanical phonon laser; Protein-Complexed Zinc-Iron Flow Battery; Ram accelarator; Self-Sustaining Enzymatic Flow Battery; Sketch-based single electron transistor; Underwater Autonomous Macroalgae Energy Farm; cyborg cockroach,18
Engineering and Technology,15+ years,TECH_LEVEL_1,TRL 9 Innovators,66.67,Space elevator,1
Engineering and Technology,15+ years,TECH_LEVEL_2,TRL 9 Innovators,56.13,Alcubierre drive; Brain cryopreservation technology; Enzyme-Catalyzed Magnetic Target Fusion; Fission fragment rocket; Kinetic bombardment; Magnetic confinement fusion; Nuclear photonic rocket; Photon rocket; Rods of God; StarTram,10
Engineering and Technology,15+ years,TECH_LEVEL_3,TRL 9 Innovators,62.6,Uranium redox flow battery,1
Engineering and Technology,15+ years,TECH_LEVEL_1,TRL 9 Early Adopters,63.335,Asteroid mining; Space elevator,2
Engineering and Technology,15+ years,TECH_LEVEL_1,TRL 9 Early Majority,60.363,Asteroid mining; Solar radiation management; Space elevator,3
Engineering and Technology,15+ years,TECH_LEVEL_2,TRL 9 Early Adopters,59.046,Alcubierre drive; Brain cryopreservation technology; Enzyme-Catalyzed Magnetic Target Fusion; Fission fragment rocket; Kinetic bombardment; Laser Inertial Fusion Energy; Laser pushed lightsail; Magnetic Target Fusion; Magnetic confinement fusion; Marine cloud brightening; Nuclear photonic rocket; Photon rocket; Plasma based weaponry; Rods of God; Space-based solar power; StarTram; Stratospheric aerosol injection,17
Engineering and Technology,15+ years,TECH_LEVEL_2,TRL 9 Early Majority,56.036,Acoustic cloaking device; Additive manufacture space habitat; Aerospace vortex propulsion engine; Air levitation rail; Air-bearing lift train; Alcubierre drive; Artificial gravity; Atmospheric vortex engine; Beam-powered propulsion; Brain cryopreservation technology; Cloaking metamaterial; Cloud ionization tower; Deep ocean carbon sequestration systems; Electromagnetic pulse for cloud particle coalescence; Enzyme-Catalyzed Magnetic Target Fusion; Enzyme-Engineered Proton Battery; Fast-neutron molten salt reactor; Fission fragment rocket; Hydrogen plane; Kinetic bombardment; Laser Inertial Fusion Energy; Laser induced rainfall; Laser pushed lightsail; Maglev car; Magnetic Target Fusion; Magnetic confinement fusion; Magneto Hydrodynamic weapon; Marine cloud brightening; Metamaterial active cloaking; Microwave thermal thruster; Neutral particle beam; Nuclear photonic rocket; Nuclear thermal propulsion; Optogenetic-Enhanced Neural Network Bioreactors for Precision Energy Production; Optomechanical transistor; Particle-beam weapon; Petahertz Electronics; Photon rocket; Photon-pair radar; Photonic propulsion; Photosynthetic Pathway Engineering for Direct Solar Energy Capture; Plasma based weaponry; Plasma direct energy weapon; Plasma magnet propulsion; Plasma projectile shielding; Plasma stealth; Plasma vortex engine; Plasmonic nanoradio; Precision-Controlled Ultrasonic Bioenergy Generator; Prethermal time crystal; Quantum engine; Quantum entanglement stealth technology detection; Quantum illumination; Railgun-assisted orbital launch; Rods of God; Saltwater tornado; Solar photon thruster; Sonic bullet; Sonic weapon; Space advanced life support food production; Space solar array; Space-based solar power; StarTram; Stratospheric aerosol injection; Supersonic jet; Tornado turbine; Underwater space launch; Vortex engine; Weather modification technology,69
Engineering and Technology,15+ years,TECH_LEVEL_3,TRL 9,73.335,Dual-polarization radar; Micro-irrigation system,2
Engineering and Technology,15+ years,TECH_LEVEL_3,TRL 9 Early Adopters,65.035,Hydrothermal vent energy harvesting systems; Uranium redox flow battery,2
Engineering and Technology,15+ years,TECH_LEVEL_3,TRL 9 Early Majority,52.288,Backpack helicopter; Bi-Pb-Sn ternary alloy-based battery; Diamond battery; Fungi-Based Microrobots; Hydrodynamic vortex engine; Hydrogen-fueled scramjet; Hydrothermal vent energy harvesting systems; Hypersonic rotating detonation engine; Integrated Photonics Macroalgae Energy Harvesting System; Lead-cooled accelerator-driven system; MHD-boosted missile; Magneto Hydrodynamic Explosive Munition; Metamaterial scattering cancellation cloaking; Microbial-Based Piezoelectric Pavement Energy Harvesting; Microbial-Enhanced Carbon Electrode Proton Battery; Photonic laser thruster; Pulse detonation engine; Satellite-blinding laser; Sonic nausea weapon; Spintronic molecular transistor; Thermal neutron spectrum accelerator-driven system; Underwater laser weapon; Uranium redox flow battery,23
Environmental biotechnology,1-3 years,TECH_LEVEL_3,TRL 1-2,33.33,First-generation biofuel,1
Environmental biotechnology,1-3 years,TECH_LEVEL_2,TRL 3-4,64.64,Acoustic Energy Harvesting Genetic Bioreactor; Bio-electronic transcriptor; Biodegradable radiation shield; Circular Economy Mycobiomass Energy Platform; DNA battery; Enzymatic DNA battery; Gene modified edible insect; Metabolically Engineered Living Organic Solar Cell; Programmable Bioelectronic Algal-Bacterial Energy Network; Programmable Bioelectrosynthesis Platforms; Programmable DNA Battery; Programmable Fungal Bioelectricity Generation; Programmable Protein-Based Energy Harvesters; RNA-based Programmable Biobattery; Synthetic Biological Proton Pump Battery; Wireless Power Transfer Photobioelectrochemical Network,16
Environmental biotechnology,1-3 years,TECH_LEVEL_3,TRL 3-4,68.089,Algae-Embedded Holographic Photobioreactors; DNA-Scaffolded Membraneless Redox Flow Biobattery; DNA-based Bio-Electronic Energy Storage System; Enzyme-Engineered Algal Hydrogen Enhancement System; Enzyme-Engineered Biocatalytic Energy Storage Lab-on-a-Chip; Enzyme-Engineered DNA Battery; Enzyme-Engineered Microbial Consortium for Cascaded Bioenergy Production; Fungi-Integrated Piezoelectric Pavement Network; Gene-Engineered Consolidated Bioprocessing Energy Capacitors; Gene-Engineered High-Performance Algal Biophotocapacitor; Gene-engineered Electrogenetic Redox Flow Battery; Integrated Fungi-Bacterial Consortium Biofuel System; Integrated Photonic-Enhanced Microbial Electrolysis; Integrated Photonics-Enhanced Biophotolysis; Integrated Photonics-Enhanced Microbial Biophotolysis; Metabolically Engineered Biopolymer Solar Cell; Metabolically Engineered Living Cell-Organic Semiconductor Hybrid Storage; Metabolically Engineered Vanadium Bioreduction Flow Battery; Microbial Biofilm-Metal Foam Hybrid Energy Storage; Microbial-Based Photosynthetic-Organic Hybrid Solar Cell; Microbial-Enhanced Enzymatic Flow Battery; Microbial-Functionalized Carbon Nanotube Hydrogen Storage Matrix; Microbial-Mediated Self-Healing Metal Foam Capacitor; Microbial-Synthesized Organic Semiconductor Photovoltaics; Modular Stackable Microbial Biobattery; Phage-assembled DNA Battery; Programmable Enzymatic DNA Battery; Protein-Engineered Proton Channel Battery; Protein-Functionalized Graphene Supercapacitor; Self-Assembling Ultrasonic Energy Harvesting Biofilm; Self-Sustaining Enzymatic Biofuel Cell Arrays; Self-assembling Microbial-Based Organic Solar Cell; Self-sustaining Microbial Biophotolysis Bioreactors; Solid-State Microbial Proton Battery; Vertical Algae Biophotovoltaic Energy Storage Walls; Vertical Algal Biomining Energy Towers; Yeast-Based Microrobots,37
